,Joy,Trust,Fear,Surprise,Sadness,Disgust,Anger,Anticipation
思い煩う,0,0,0.3,0.2,0.06666667,0,0.13333334,0
重苦しい,0.001298644,0.0034858729,0.18017498,0.013782569,0.25507218,0.21420723,0.1695602,0.006001046
重苦しさ,0,0,0,0,0.15,0.1,0.45000002,0
面白い,0.67080003,0.18175165,0,0.01389555,0.0044444446,0.026177779,0.005733333,0.0013333333
面白かった,0.75,0.25,0,0,0,0,0,0
面白がる,0.609992,0.1517828,0.000899081,0.027180562,0.003208047,0.000814122,0,0
面白くない,0,0,0,0,0,0.4,0.6,0
面憎い,0,0,0,0,0,0.625,0.375,0
重荷を下ろす,0.42000002,0.18,0,0.040000003,0,0,0,0
面映い,0,0,0,0.4,0,0,0.2,0
おもろい,0.6698944,0.184634,0,0.016952772,0.0055555557,0.022722224,0.0005,0.0016666667
重んじる,0.05342416,0.8602985,0.004329806,0.0095370365,0.008456791,0.013029982,0,0.008024692
親心,0.116666675,0.36666667,0.20000002,0,0,0,0,0
おろおろ,0,0,0.25714287,0.25714287,0.085714296,0,0,0
愚か,0.00034722223,0.0023236333,0.0027777778,0.17806558,0.110319205,0.3325968,0.033407852,0
おろかしい,0,0,0,0.15714286,0.11428572,0.35714287,0,0
愚かしい,0,0.0007936508,0,0.18291035,0.117519654,0.33852464,0.021655556,0
恩愛,0.2116865,0.40912697,0,0.02388889,0.011428572,0.011428572,0,0
恩寵,0.17439778,0.48586792,0.0060068527,0.05072176,0.0010041683,0.0037687887,0,0.001385468
怨念,0.015690487,0.012169424,0.0007351304,0.02616632,0.026292585,0.45111495,0.38301232,0.014455546
快感,0.6935442,0.02214015,0.021666668,0.009090909,0,0.037824675,0,0.038474027
怪奇,0.020920347,0.014538152,0.021447795,0.043581665,0.0010977243,0.54130054,0.07468072,0.17482932
懐旧,0.10428572,0.25619048,0,0,0.15190476,0,0.16657144,0
懐郷,0.120000005,0.22,0,0,0.16,0,0.16,0
懐古,0.10428572,0.25619048,0,0,0.15190476,0,0.16657144,0
悔恨,0.037112344,0.01270916,0.002532242,0.044131365,0.3216429,0.38649142,0.10800405,0.00032552084
悔悟,0.017424243,0.0043560606,0,0.020691289,0.39636993,0.4433371,0.06845581,0
快哉,0.68760735,0.025270177,0.02892857,0.015746752,0.0006493507,0.027064007,0.012987013,0.027458256
快楽,0.66039103,0.08553173,0.00052535185,0.0029514565,0.0017254675,0.0004757085,0,0
顔を赤らめる,0,0,0,0.4,0,0,0.2,0
顔を隠す,0,0,0,0.4,0,0,0.2,0
顔を曇らせる,0,0,0.25,0.25,0,0.1,0.15,0
顔をしかめる,0,0,0,0.15,0,0.17500001,0.47500002,0
顔から火が出る,0,0,0,0.4,0,0,0.2,0
顔が火照る,0,0,0,0.4,0,0,0.2,0
掻き暗れる,0,0,0.125,0,0.57500005,0,0,0
掻き毟られる,0,0,0.2,0.080000006,0.120000005,0.060000002,0.18,0
隔意,0,0,0.3,0.10000001,0,0.20000002,0,0
鶴首,0.3,0.26666668,0,0.20000002,0,0,0,0
嚇怒,0,0,0,0,0,0,1,0
かぐわしい,0.28104168,0.5826736,0,0,0,0,0,0
陰る,0,0,0.375,0.225,0.25,0,0,0
風向きが悪い,0,0,0.20000002,0.16666667,0.16666667,0.13333334,0.20000002,0
畏まる,0,0,0.3,0,0,0.3,0,0
呵責,0.03888889,0.06666667,0,0,0.05555556,0.2777778,0.3888889,0
片恨み,0,0,0,0,0,0.5,0.5,0
肩を落とす,0.10000001,0,0,0.26666668,0.36666667,0,0,0
片想い,0.16000001,0.16000001,0.1,0,0.3,0,0.2,0
固くなる,0,0,0.42727274,0.07272728,0,0.05454546,0,0.13636364
堅苦しい,0.031454545,0.037151515,0.03170455,0.0065454543,0.063560605,0.26530302,0.3596212,0.0028409092
かたじけない,0,0.23333333,0.10000001,0.10000001,0.10000001,0.10000001,0,0
肩の荷が下りる,0.32500002,0.22500001,0,0.05,0,0,0,0
片腹痛い,0.15,0,0,0.075,0.15,0.075,0.15,0
肩身が狭い,0,0,0,0,0.080000006,0.26000002,0.38,0.040000003
肩身が広い,0.22500001,0.4,0,0,0,0,0,0
かちっと来る,0,0,0,0,0,0,1,0
勝ち誇る,0.39775136,0.2867725,0,0,0,0,0,0
隔靴掻痒,0,0,0,0,0.125,0.325,0.55,0
かったるい,0,0,0.013257576,0.08712121,0.10416667,0.1598106,0.33344698,0.044507574
渇望,0.058866665,0.45473334,0.0029333334,0.20093335,0.0050000004,0,0.021111112,0
哀しい,0.0010069445,0.007085176,0.07073437,0.009380216,0.4603628,0.0334168,0.08971048,0.00044444448
悲しい,0.005268927,0.022706296,0.06979912,0.021184236,0.38269556,0.043740626,0.13988155,0.0028860115
悲しがる,0.05622734,0.17073497,0.054874994,0.03041276,0.33343798,0.0730529,0.06273232,0.0025510206
悲しさ,0.013502396,0.024043957,0.017798675,0.04520184,0.4364404,0.0012938856,0.11603994,0
哀しさ,0.013502396,0.024043957,0.017798675,0.04520184,0.4364404,0.0012938856,0.11603994,0
悲しまれる,0,0,0,0,0.54,0,0.14,0
悲しみ,0.011217191,0.029575149,0.06256659,0.036499605,0.419995,0.009491171,0.095390186,0.0025829324
悲しむ,0,0,0,0,0.54,0,0.14,0
叶わない,0.042857148,0,0,0.18571429,0.4571429,0.14285715,0,0
雷に打たれる,0,0,0,0.6,0,0,0,0
絡む,0,0,0,0,0,0.54,0.38,0
軽がろしい,0.10000001,0.10000001,0,0.20000002,0,0.20000002,0,0
軽んじる,0.021875,0.0131250005,0,0.2542262,0,0.3029514,0.00625,0.021875
軽んずる,0,0,0,0.26349208,0,0.38518518,0,0
可愛がる,0.16303419,0.2829487,0.079166666,0.06205128,0.008653847,0.025,0.059935898,0
可哀想,0.048366636,0.13816483,0.034879413,0.19756967,0.09710583,0.114764996,0.049056545,0.0016796297
奸悪,0,0,0,0,0,0.7666667,0.10000001,0
感悦,0.70000005,0,0,0,0,0,0,0
感慨,1,0,0,0,0,0,0,0
感慨無量,1,0,0,0,0,0,0,0
汗顔,0,0,0,0.4,0,0,0.2,0
歓喜,0.6335943,0.053531,0,0.00548588,0,0,0,0
感泣,1,0,0,0,0,0,0,0
感興,0.425,0.24375,0.01875,0.065625004,0,0,0,0
感極まる,0.92,0.2,0,0,0,0,0,0
艱苦,0.00018903591,0.001034542,0.11421825,0.096555635,0.18285991,0.007582293,0.24348615,0.0016042532
感激,1,0,0,0,0,0,0,0
歓呼,0.28956386,0.4999494,0.007641855,0.036287956,0.02704285,0.021145754,0,0
感謝,0.060469635,0.56882787,0.004723948,0.042501036,0.043378193,0.0006666667,0.008695653,0
癇癪,0.19651641,0.043091085,0.03020525,0.050003126,0.013498227,0.069272555,0.4761319,0
感傷,0.04068882,0.1277503,0.005417197,0.07076363,0.21923618,0.08083365,0.1064011,0.0003342246
歓笑,0.625,0,0,0,0,0,0,0
歓心,0.6,0,0,0,0,0,0,0
寒心,0,0,0,0,0,0.5,0,0.5
感心,0.22257654,0.5514466,0.009256509,0.04474164,0.033849694,0.01843204,0.0037461594,0.0018786535
莞爾,0.5833334,0.4666667,0,0,0,0,0,0
感じ入る,0.325,0.6,0,0,0,0,0,0
感情的,0.31875,0.004166667,0.0787037,0.004166667,0.26712963,0.004166667,0.2037037,0
感情を害する,0,0,0,0,0,0.5,0.3,0
感情を昂らせる,0.9,0,0,0,0,0,0,0
歓声,0.5954762,0.12539683,0,0.0071428576,0,0.0071428576,0,0
感嘆,0.18306614,0.47831938,0.008272153,0.10982291,0.03938938,0.025642183,0.0041064937,0.004796935
歓天喜地,0.633869,0.06776504,0,0.00071428576,0,0,0,0
感動,0.67744195,0.027003245,0.037500005,0.022045454,0.0009090909,0.020389609,0.018181818,0.020941557
感に堪える,0.975,0,0,0,0,0,0,0
癇に障る,0,0,0,0,0,0.6666667,0.33333334,0
感に堪えない,0.975,0,0,0,0,0,0,0
勘忍袋の緒が切れる,0,0,0,0,0,0,1,0
感服,0.2077152,0.57251817,0.0112733925,0.040529955,0.039660133,0.015612076,0.002636171,0.0017136381
感無量,0.9,0.25,0,0,0,0,0,0
感銘,1,0,0,0,0,0,0,0
寛容,0.2220822,0.26288933,0.008350048,0.06649793,0.0047433036,0.01515067,0.0077367662,0.0033522001
歓楽,0.65591604,0.030016528,0,0.00067460316,0,0,0,0
感涙,0.5,0.35,0,0,0,0,0,0
歓を尽くす,0.7,0,0,0,0,0,0,0
賀意,0.5,0.3,0,0,0,0,0,0
慨然,0.225,0,0.1875,0,0.2625,0,0.25,0
慨嘆,0.03321577,0.09350699,0.04455027,0.014193941,0.13550425,0.18503742,0.413224,0.0011743993
愕然,0,0,0,0.6,0,0,0,0
がっかり,0.20000002,0,0,0.40000004,0,0,0,0
がっくり,0.20000002,0,0,0.36666667,0.16666667,0,0,0
我慢ならない,0.45,0,0,0,0,0,0.5,0
がみがみ,0,0,0,0,0,0.4666667,0.53333336,0
がめつい,0,0,0,0.075,0,0.675,0.15,0
気鬱,0.0014180988,0.0030390143,0.20794807,0.013002751,0.29240093,0.17359127,0.14937857,0.0077998643
消え入りたい,0,0,0.125,0.2,0.275,0,0.1,0
喜悦,0.62913173,0.049577635,0,0.00063909777,0,0,0,0
気後れ,0,0,0.075,0.1,0,0.2,0.05,0.25
気落ち,0.075,0,0,0.325,0.25,0,0,0.125
気を揉む,0,0,0.6,0,0,0,0,0
気を悪くする,0,0,0,0,0,0.5,0.36666667,0
気がある,0.4,0.4,0,0,0,0,0,0
気が置かれる,0,0,0.26666668,0,0,0.16666667,0.06666667,0.16666667
気が重い,0.0019890422,0.0021940758,0.19293673,0.012306278,0.26907203,0.20324497,0.15709627,0.00558657
気懸かり,0.004749992,0.029339572,0.34452242,0.037503388,0.11402026,0.06487996,0.06297408,0.04498537
気が軽い,0.57500005,0.075,0,0.05,0,0,0,0
気が気でない,0.1125,0,0.46250004,0.05,0.0625,0,0,0
気が沈む,0.075,0,0.25,0.2,0.375,0,0,0
気が急く,0,0,0.2,0.4,0,0,0,0
気が立つ,0.6,0,0,0,0,0,0.33333334,0
気が咎める,0,0,0.15,0.15,0.15,0.15,0,0
気兼ね,0,0,0.425,0,0,0.15,0,0.075
気が引き締まる,0.225,0,0.375,0,0,0,0,0.22500001
気が参る,0,0,0,0,0.13333334,0.10000001,0.16666667,0.16666667
気が滅入る,0,0,0.33333334,0,0.33333334,0,0,0.16666667
気が揉める,0.3,0.075,0.3,0,0,0,0,0
気が緩む,0.32500002,0.22500001,0,0.05,0,0,0,0
気が楽,0.32500002,0.22500001,0,0.05,0,0,0,0
気軽,0.15,0.4,0,0,0,0,0,0
気軽い,0.24229799,0.33712122,0,0.002020202,0,0,0,0
嬉嬉,0.70000005,0.16666667,0,0,0,0,0,0
聞き苦しい,0,0,0,0.15,0,0.275,0.375,0
聞き捨てならない,0,0,0,0.15,0,0.275,0.375,0
聞き辛い,0,0,0,0.15,0,0.275,0.375,0
聞きにくい,0,0,0,0.20000002,0,0.26666668,0.40000004,0
危懼,0.0031108556,0.03245021,0.3777234,0.031999543,0.060856298,0.09323136,0.029810106,0.08463525
危惧,0.0031108556,0.03245021,0.3777234,0.031999543,0.060856298,0.09323136,0.029810106,0.08463525
気苦労,0.0065533123,0.037570428,0.321745,0.033089437,0.1412261,0.05725734,0.061216943,0.042632326
危険,0.010173952,0.009816496,0.26303583,0.037290636,0.02133731,0.23574466,0.025052212,0.17435063
機嫌好い,0.73333335,0.33333334,0,0.06666667,0,0,0,0
きざっぽい,0,0,0,0,0.016666668,0.61875004,0.23958334,0
気障り,0,0,0,0,0,0.55,0.25,0
キショい,0,0,0,0,0,0.6,0.24000001,0
喜色,0.6,0,0,0,0,0,0,0
気色が悪い,0,0,0,0,0,0.65,0.15,0
気色を害する,0,0,0,0,0,0.20000002,0.53333336,0
気色を悪くする,0,0,0,0,0,0.20000002,0.53333336,0
傷痕,0.049230773,0.06564103,0,0,0.27897435,0.011794873,0.2805128,0
気遣い,0.024635969,0.13174863,0.26366666,0.034209117,0.08677403,0.06389094,0.040321067,0.043375663
気遣う,0,0.25,0.375,0,0,0.075,0,0
気遣わしい,0.0055611213,0.012967171,0.34982133,0.057815425,0.12567016,0.062022705,0.061488338,0.025621805
傷付く,0,0,0,0,0.38333333,0,0.28333333,0
気忙しい,0.0038461538,0,0.11948718,0.054771673,0.07604701,0.2092845,0.34910136,0.0070085474
気忙しさ,0.008571428,0,0.1386508,0.110634916,0.057539687,0.1272619,0.29496032,0
汚い,0.0035603212,0.0052581565,0.0036817775,0.036415942,0.008656129,0.6471474,0.17189541,0.001780382
汚らしい,0,0.0011418129,0,0.020014413,0.0012975147,0.69295007,0.17560513,0
狐に撮まれたよう,0,0,0,0.6,0,0,0,0
気詰まり,0,0,0,0,0.06666667,0.13333334,0.26666668,0.13333334
気に入る,0.62,0.44,0,0,0,0,0,0
気に食わない,0,0,0,0,0,0.74,0.18,0
気に障る,0,0,0,0,0,0.38333336,0.4166667,0
気になる,0.13333334,0.13333334,0.13333334,0.33333334,0,0,0,0
気に入らない,0,0,0,0,0,0.85,0.15,0
気に病む,0,0,0.51666665,0.13333334,0.083333336,0,0,0
気抜け,0.13333334,0,0,0.06666667,0,0,0,0.33333334
気の毒,0.03821739,0.1273482,0.04185654,0.17817597,0.12506285,0.096602954,0.06224298,0.003093439
気恥ずかしい,0.03397619,0.0027777778,0.0665463,0.22670321,0.074434526,0.093570605,0.1657768,0.015432209
気恥ずかしさ,0,0,0,0.3,0,0.05,0.2,0.05
厳しい,0.08896663,0.021324553,0.014206193,0.02561699,0.14004423,0.2082457,0.18733658,0.11016223
気塞ぎ,0,0,0.375,0,0.375,0,0,0.125
気分が和む,0.34,0.18,0,0.080000006,0,0,0,0
気分が弾む,0.725,0.25,0,0,0,0,0,0
気まずい,0,0,0.0018518518,0.003888889,0.025185186,0.3028148,0.26966667,0.08444445
気まずさ,0,0.005714286,0,0.10305556,0.09162699,0.38079366,0.18166669,0.060000002
きまりが悪い,0,0,0,0.24000001,0,0.080000006,0.2,0.080000006
気味が悪い,0,0,0,0,0,0.54,0.18,0.2
気味悪い,0.0019736842,0.0030701754,0.08442983,0.011184211,0,0.45460528,0.14495614,0.19700292
気味悪さ,0,0,0,0,0,0.5,0.24000001,0.1
気持ちいい,0.8,0,0,0,0,0,0,0
気持ちが傷付けられる,0,0,0,0,0.36,0,0.24000001,0
気持ちが沈む,0,0,0.25,0,0.4,0,0,0.125
気持ちが和む,0.32500002,0.22500001,0,0.05,0,0,0,0
気持ちが晴れる,0.8,0,0,0,0,0,0,0
気持ちが晴れ渡る,0.85,0.25,0,0,0,0,0,0
気持ちが好い,0.8,0.2,0,0,0,0,0,0
気持ちが悪くなる,0,0,0,0,0.25,0.075,0.275,0
気持ちの好いものではない,0,0,0,0,0,0.6,0.24000001,0
気持ちよい,0.8,0,0,0,0,0,0,0
気持ち良い,0.5832567,0.18661967,0,0.012006123,0,0,0,0
気持ち悪い,0.0024038465,0.012110806,0.037042126,0.0055059525,0.18991148,0.25396368,0.24297085,0.007345086
肝を潰す,0,0,0,0.6,0,0,0,0
肝を冷やす,0,0,0.040000003,0.32000002,0,0.2,0,0.2
きゃあ,0,0,0,0.3,0,0.25,0,0.25
キャッ,0,0,0,0.45000002,0,0.125,0,0.125
気安い,0.24319653,0.34041932,0,0.004555717,0,0,0,0
窮屈,0.03242857,0.056477513,0.0175,0.004222222,0.086732805,0.2344709,0.33433867,0.007440476
窮する,0,0,0.06666667,0.26666668,0.1,0,0.2,0
杞憂,0,0,0.51666665,0.06666667,0.083333336,0,0,0
驚異,0.026549393,0.23865269,0.003167442,0.38527277,0.0072648097,0.045459315,0.0061717173,0.01476431
恐悦,0.24000001,0.28,0.060000002,0,0,0.060000002,0,0
恭賀,0.5,0.3,0,0,0,0,0,0
驚愕,0.047547758,0.04228221,0.011448218,0.4936287,0.025154466,0.022703871,0.0008049887,0.011790033
驚懼,0,0,0,0.45000002,0,0.125,0,0.125
興が醒める,0,0,0,0.25,0.25,0.17500001,0.22500001,0
興がる,0.609992,0.1517828,0.000899081,0.027180562,0.003208047,0.000814122,0,0
狂喜,0.6271844,0.05135494,0,0.0015178573,0,0,0,0
驚喜,0.36,0,0,0.24000001,0,0,0,0
恟恟,0,0,0,0,0,0.5,0,0.5
恐懼,0,0,0.20000002,0,0,0.36666667,0,0.16666667
恐慌,0.002,0,0.10115488,0.288435,0.0011111111,0.17414285,0,0.17336796
興醒め,0,0,0,0.25,0.25,0.2,0.3,0
興趣,0.6666667,0,0,0,0,0,0,0
郷愁,0.09653062,0.23863944,0,0,0.16591837,0,0.18325171,0
恐縮,0,0,0.18,0,0,0.38,0,0.2
興じる,0.57500005,0.075,0,0,0,0,0,0
驚嘆,0.18636712,0.52439946,0.0099302465,0.08996416,0.035947036,0.015646629,0.0026727568,0.0023234254
驚天動地,0,0,0,0.6,0,0,0,0
驚倒,0,0,0,0.6,0,0,0,0
恐怖,0.0011944011,0.026730193,0.15520482,0.035658367,0.018916866,0.31325415,0.009545438,0.30126324
驚怖,0,0,0,0.3,0,0.25,0,0.25
恐怖感,0,0,0,0,0,0.5,0,0.5
凶暴,0.15930258,0.009620746,0.002594577,0.036318794,0.019560745,0.3993644,0.15460907,0.14792046
興味深い,0.62140876,0.175,0,0.044047624,0,0,0,0
享楽,0.6089304,0.16120742,0.0011544954,0.024233868,0.004006115,0.0010454009,0,0
狂恋,0.37142858,0.17142858,0,0.042857148,0.1,0,0.12857144,0
虚心坦懐,0.4,0,0,0.2,0,0,0,0
虚脱感,0,0,0.3,0.1,0.4,0,0,0.1
きょときょと,0.15,0,0.20000002,0,0,0.23333335,0.10000001,0.16666667
きょとんとする,0.13333334,0,0,0.4666667,0,0,0,0
虚無,0.1,0,0,0.175,0.35000002,0,0.075,0
嫌い,0.0013085399,0.013704266,0.00010979359,0.00095071265,0.013677342,0.7935949,0.12880446,0
嫌う,0.0006993007,0.017393878,0.0001393534,0.0012066738,0.014307199,0.7941345,0.12879089,0
気楽,0.44528106,0.18169631,0,0.024013488,0,0,0,0
気を腐らせる,0,0,0.125,0,0.125,0.35,0.15,0.125
気を呑まれる,0,0,0.10000001,0,0.16666667,0.43333334,0,0.16666667
欣快,0.62470865,0.051232785,0,0.00045454546,0,0,0,0
欣喜,0.6,0,0,0,0,0,0,0
欣喜雀躍,0.6,0,0,0,0,0,0,0
欣欣,0.6,0,0,0,0,0,0,0
欣幸,0.64568865,0.07001442,0,0.0017346939,0,0,0,0
欣然,0.625,0,0,0,0,0,0,0
緊張,0.005952381,0,0.46396828,0.02681406,0.0022222223,0.015782313,0.010124718,0.24928573
緊張感,0,0,0.5,0,0,0,0,0.3
緊張がほどける,0.36666667,0.10000001,0,0.13333334,0,0,0,0
緊迫,0,0,0.425,0.1,0,0,0,0.22500001
欣慕,0.20233351,0.58082354,0.011010208,0.040559422,0.03853131,0.01484313,0.0027641403,0.0017968244
欣躍,0.6,0,0,0,0,0,0,0
疑懼,0.008328868,0.027026221,0.38121703,0.031740136,0.033467967,0.11101089,0.021100495,0.10405644
ぎくっ,0,0,0,0.6,0,0,0,0
ぎくり,0,0,0,0.6,0,0,0,0
ぎっくり,0,0,0,0.6,0,0,0,0
義憤,0.028314076,0.001411863,0.003712949,0.0038738055,0.021978505,0.111579,0.7990004,0
ぎゃあ,0,0,0,0.25714287,0.05714286,0.14285715,0.11428572,0.14285715
逆上,0.43575978,0.005637255,0,0.0011029412,0.0007352942,0.0075980397,0.47634804,0
仰天,0.051714025,0.080720566,0.0007610669,0.49401203,0.012409231,0.014022483,0.0012121213,0.004040404
御慶,0.5,0.3,0,0,0,0,0,0
ぎょっとする,0,0,0,0.40000004,0,0.16666667,0,0.16666667
苦,0.00024441403,0.0014055066,0.11712678,0.07383798,0.181159,0.012177581,0.25269517,0.0023078097
悔い,0.0077441083,0.008880472,0,0.009196129,0.45047,0.46092764,0.03250814,0
悔いる,0.040478542,0.015310847,0.0061495537,0.0477989,0.3163025,0.36078566,0.11250132,0.00051153277
空虚,0.07208334,0,0.028125,0.175625,0.37979168,0.0084375,0.09177084,0
臭い,0,0,0,0,0,0.5,0.3,0
腐る,0,0,0.33333334,0,0.33333334,0.10000001,0.10000001,0
くしゃくしゃな顔,0.20000002,0,0,0,0.40000004,0,0,0
苦笑,0,0,0,0,0,0.35000002,0.45000002,0
苦渋,0,0.00072727277,0.121370316,0.09139423,0.17964262,0.0061561326,0.24188583,0.0022474746
くすくす,0.57645506,0.081194885,0,0,0,0.0013227513,0,0
くすぐったい,0.03603697,0.015740393,0.3636319,0.04290866,0.03601302,0.08307958,0.03471992,0.073589705
くだらない,0,0.0015625001,0.0031250003,0.11226687,0.16817833,0.28729418,0.106201634,0.0026041667
口煩い,0,0,0.0054687504,0.003125,0,0.7395573,0.19695313,0
口惜しい,0.06449938,0.06941287,0.05252005,0.18606105,0.15519369,0.14840765,0.04740079,0.00028571428
くちぎたない,0,0,0,0,0,0.46,0.3,0
唇を噛む,0,0,0,0,0.25,0.31666666,0.43333334,0
くちやかましい,0,0,0,0,0,0.6,0.24000001,0
苦衷,0.0006548578,0.004792173,0.10880878,0.07296884,0.22564197,0.0090002315,0.2169808,0.0027420558
喰って掛かる,0.225,0,0,0,0,0.1,0.65,0
苦痛,0.000278632,0.0016022774,0.12896897,0.083320275,0.17137948,0.013289849,0.24499103,0.0022605327
屈辱,0.015284781,0.0024509807,0.004477124,0.21355623,0.13514131,0.14501539,0.23138843,0.0005882353
屈辱感,0,0,0,0.1,0.35,0.25,0.1,0
寛ぎ,0.35000002,0.15,0,0.1,0,0,0,0
寛ぐ,0.35000002,0.15,0,0.1,0,0,0,0
寛げる,0.34916666,0.1525,0,0.09833334,0,0,0,0
くどい,0,0,0,0,0,0.675,0.22500001,0
苦悩,0.0016564179,0.018432109,0.1805244,0.07724282,0.1485663,0.029148446,0.20360766,0.013774835
首っ丈,0.55,0.21666667,0,0,0,0,0,0
首をすくめる,0,0,0.15,0,0,0.375,0,0.375
曇る,0,0,0.37142858,0.14285715,0.22857144,0,0,0
苦悶,0.004738549,0.027258964,0.28089958,0.054841466,0.14339745,0.042213846,0.1044008,0.031001275
悔しい,0.06474578,0.06441685,0.054479387,0.18451412,0.159201,0.15213758,0.04797084,0.0003
悔しがる,0.040486198,0.013864538,0.002762446,0.04814331,0.31054226,0.37760428,0.11332261,0.00035511365
悔しさ,0.04752381,0.008333334,0.009000001,0.1519365,0.25831747,0.23982541,0.09780952,0
悔し泣き,0,0,0,0,0.5,0.5,0,0
悔し涙,0,0,0,0,0.5,0.5,0,0
悔み,0.004166667,0.032291666,0,0.004947917,0.45913193,0.3959583,0.03188889,0
悔む,0.04720811,0.074440815,0.023235714,0.04124889,0.3181599,0.2619295,0.09380047,0.0012436225
くよくよ,0.0125,0.023065478,0.40888324,0.031880666,0.0063747168,0.09242394,0.10776172,0.040426586
暗い,0.0010457523,0.0029695728,0.19585651,0.018239716,0.2613922,0.18931568,0.16365936,0.006621389
狂い怒る,0,0,0,0,0,0,1,0
苦しい,0.012393254,0.018037168,0.037742574,0.01677267,0.21523869,0.11893786,0.28455952,0.01297297
苦しさ,0.00030478116,0.00086107437,0.11787762,0.07246592,0.17516366,0.017980356,0.26000446,0.0022363826
苦しみ,0.00077926664,0.0034992,0.10234076,0.091310956,0.19129808,0.010857911,0.2331488,0.0019931085
苦しみ悶える,0,0,0,0,0.2,0,0.4,0
苦しむ,0,0.043577075,0.09224747,0.035025407,0.14774095,0.007463768,0.31976303,0.032631755
苦労,0.0012987013,0.0010966811,0.079447724,0.051900826,0.21662731,0.021695528,0.27186212,0.0007215007
具合が悪い,0,0,0.17142859,0,0.17142858,0.042857148,0.21428572,0
具合悪い,0,0,0.17142859,0,0.17142858,0.042857148,0.21428572,0
愚図愚図,0,0,0,0,0,0.6,0.40000004,0
愚図る,0,0,0,0.15,0,0.45,0.3,0
ぐっと来る,1,0,0,0,0,0,0,0
敬愛,0.085944995,0.6150899,0.04380168,0.021527605,0.018056776,0.06393291,0.0024077224,0.04963954
慶賀,0.5438565,0.17232516,0,0,0,0,0,0
慶祝,0.54759586,0.16674261,0,0,0,0,0,0
慶する,0.5459004,0.17333353,0,0,0,0,0,0
傾倒,0.20516591,0.5829492,0.009515149,0.03761268,0.033422295,0.013950037,0.0025350633,0.0015422743
敬服,0.20233351,0.58082354,0.011010208,0.040559422,0.03853131,0.01484313,0.0027641403,0.0017968244
敬慕,0.19637959,0.5993729,0.0093959905,0.03687661,0.032781333,0.014266652,0.0024732323,0.001956329
気圧される,0,0,0.10000001,0,0.16666667,0.43333334,0,0.16666667
汚らわしい,0.001874173,0.007298289,0.0077453014,0.032650363,0.008930064,0.63225275,0.17350468,0.00011111111
